,index,아이디,조사 시작시간,조사 종료시간,병원 코드,진료과 코드,의사 코드,병동 코드,NPS,VOC,label
1853,2187,R0d88b827e6eb48ec856,2025-03-08 16:29:25,2025-03-08 16:34:02,32100035,0103,3210003501030005,,10,안내직원이 전체적으로 친절,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1854,2188,R260604695d474eeb956,2025-03-08 16:28:58,2025-03-08 16:35:01,34100041,0200,1739427600285489,,7,주차시설,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1855,2194,R2f7344b046b7450a840,2025-03-08 16:36:12,2025-03-08 16:37:25,21100021,1200,1715219303893764,,9,선생님 너무 이쁘고 착해요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1856,2195,R0002025030800152664,2025-03-08 16:32:39,2025-03-08 16:38:11,38100509,9904,1715128948379520,,7,환경이 좋음,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1858,2203,R0002025022802646489,2025-03-08 16:36:08,2025-03-08 16:40:56,11100184,0200,1732173966231894,173217339770,10,가족 같아서 항상 친절하게 잘해주셔서 감사합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1859,2205,R9dd70c44b57b4e39a45,2025-03-08 16:33:16,2025-03-08 16:41:29,21100608,0101,2110060801010002,,10,친절하게 대하여 주고 설며믈 잘해줍니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1861,2208,R0002025030600458700,2025-03-08 16:37:02,2025-03-08 16:41:53,31100651,1200,1719361051594563,,10,이도형 교수님은 언제나 친절하시고 환자를 대하는 마음이 한결 같으십니다 항상 감사하고 있습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1862,2211,R9fb71737054f41c6814,2025-03-08 16:37:43,2025-03-08 16:43:44,37100203,1500,3710020315000001,371002030003,10,의사 선생님 간호원 모두가 환자에게 헌신힌고 입원실도 깨끗하고 안전하게 운영되고 있어서 매우 만족합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1863,2212,R002025030709106691,2025-03-08 16:38:10,2025-03-08 16:44:12,32100035,0101,3210003501010017,321000350014,10,없는거같아요 간호선생님들특히5152병동선생님들안스럽습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1864,2212,R002025030709106691,2025-03-08 16:38:10,2025-03-08 16:44:12,32100035,0101,3210003501010017,321000350014,10,소화기내과이동기교수님만뵈면병이싹낳아가는느낌너무인자하시고꼭집안가족같아요 항상일찍오셔서고생하시고존경합니다사랑합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1865,2214,2025030710011217,2025-03-08 16:43:43,2025-03-08 16:45:27,31100881,0101,1729229682232628,,9,소화기내과 박현영 간호사 친절합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1866,2216,R75fc997082704177a74,2025-03-08 16:33:20,2025-03-08 16:46:04,21100608,2300,2110060823000002,,9,교수님 친절하게답변도 해주시고 6년동안 가족처럼느껴질정도 편한마음으로 환자설명들어주심에 감사합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1868,2217,Re9df481573e44a37984,2025-03-08 16:43:12,2025-03-08 16:46:51,31100619,1000,1718774810466795,,8,친절하다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1870,2220,R10a1067dbafa4f8eba5,2025-03-08 16:42:49,2025-03-08 16:48:16,32100035,0103,3210003501030011,,10,검사장비가최신형이고교수님들이정확히검사해주고치료해줘서빨리회복된것같아서감사합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1871,2225,R0002025030720436772,2025-03-08 16:39:58,2025-03-08 16:50:11,31100571,2300,3110057123000006,,8,의사간호사 선생님들 친절하시고 병원이 너무 번잡스럽지않아 진료받기 좋았습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1872,2226,R000202503072587330000,2025-03-08 16:46:55,2025-03-08 16:50:43,36400017,001208,,,9,신뢰가 가서 좋읍니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1873,2227,R82221273c6b54397a46,2025-03-08 16:34:10,2025-03-08 16:50:45,37100343,0700,3710034307000002,371003430007,8,차병원 이라서 좋았습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1875,2229,Rf4c50f5ec16b48ce84d,2025-03-08 16:44:57,2025-03-08 16:51:40,32100035,0500,3210003505000003,,8,진료과 선택의폭이 넓다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1876,2229,Rf4c50f5ec16b48ce84d,2025-03-08 16:44:57,2025-03-08 16:51:40,32100035,0500,3210003505000003,,8,주차장 확장이시급함,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1877,2230,R000202503079850200000,2025-03-08 16:49:15,2025-03-08 16:51:46,36400017,001215,,,9,친절하고 설명을 잘 해준점,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1878,2230,R000202503079850200000,2025-03-08 16:49:15,2025-03-08 16:51:46,36400017,001215,,,9,영상촬영대기시간이 너무 길어서 개선이 필요합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1881,2232,Rf4e64c2b5e3b4881abf,2025-03-08 16:47:03,2025-03-08 16:52:54,21100608,0200,2110060802000014,,8,환자가 많아 대기시간50분이 길었던것 외엔 편하게 진료 받았습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1882,2232,Rf4e64c2b5e3b4881abf,2025-03-08 16:47:03,2025-03-08 16:52:54,21100608,0200,2110060802000014,,8,같은 예약시간 대기환자 많음,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1883,2233,R000202503079343840000,2025-03-08 16:49:37,2025-03-08 16:53:26,36400017,001215,,,9,청소상태가 더깨끗했으면 좋겠다고생가됩니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1884,2233,R000202503079343840000,2025-03-08 16:49:37,2025-03-08 16:53:26,36400017,001215,,,9,대체적으로 만족스럽다고 생각합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1885,2234,Re0212663ece34ed5897,2025-03-08 16:15:30,2025-03-08 16:54:12,34100245,,,,5,질문과는 동떨어진 내용입니다만 저는 이번에 일반건강검진과 심장내과 외래진료를 같은날 받았는데 피검사와 흉부촬영검사가 중복되었는데도 불구하고 진료비를 전액 청구한 것은 잘못된 처사라고 생각합니다 앞으로는 이런일이 반복되지 않도록 적극적인 병원행정을 펼쳐주시기 바랍니다 감사합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1887,2238,R8ecf421433eb4886980,2025-03-08 16:47:42,2025-03-08 16:56:17,21100021,0102,2110002101020006,,9,의사 간호사 모두친절하게 응답해주셨서 감사합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1888,2239,R0000202502057188521,2025-03-08 16:48:49,2025-03-08 16:56:22,36100021,0110,3610002101100001,361000210007,10,입원시 보호자로 차량 한대 정도는 주차비 무료로 해주면 좋겠습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1889,2239,R0000202502057188521,2025-03-08 16:48:49,2025-03-08 16:56:22,36100021,0110,3610002101100001,361000210007,10,암환자로써 마음 고생과 아픈 몸으로 많이 힘들었는데 밝게 웃어주고 친절한 간호사님들 덕분에 항상 위로받고 마음이 안정되었습니다 감사합니다 61병동 서미라 외에 간호사님들 최고,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1890,2241,R2025030700647058,2025-03-08 16:53:43,2025-03-08 16:56:54,11100249,0109,1110024901090002,,8,피검사할때 미리 검사비를 안받으니 일때매 새벽검사시 응급실가서 내야하는 번거로움이있음,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1892,2242,R9ecb31983e3d4e2aac8,2025-03-08 16:54:03,2025-03-08 16:57:29,21100608,0420,2110060804200002,,10,별로 없어서,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1893,2244,R03625a94d70c497f89b,2025-03-08 16:54:35,2025-03-08 16:58:01,31101259,,,,8,대체로 만족,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1894,2244,R03625a94d70c497f89b,2025-03-08 16:54:35,2025-03-08 16:58:01,31101259,,,,8,대체로 만족,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1895,2245,R0002025030608387320,2025-03-08 16:55:18,2025-03-08 16:58:47,31100651,0400,1719361108424507,,10,모두 좋아요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1896,2247,R7ad45dc2fbbf47b7a57,2025-03-08 16:55:01,2025-03-08 16:59:17,38100215,0400,3810021504000003,381002150004,9,모르겠습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1897,2247,R7ad45dc2fbbf47b7a57,2025-03-08 16:55:01,2025-03-08 16:59:17,38100215,0400,3810021504000003,381002150004,9,다양한 의료경험을 겪어보지 않아 비교를 명백하게 말하지는 못하지만 적어도 환자가 불편하지 않고 사소한 곳에서도 신경 쓰이지 않도록 디테일한 곳에서도 노력하는 것이 보였어서 좋았습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1898,2248,Rf6dc09c0cf4f49c7b58,2025-03-08 16:54:56,2025-03-08 17:00:03,11205725,0413,1120572504130006,112057250004,10,원장님실력 좋으시고 간호사분들도 친절하여습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1899,2248,Rf6dc09c0cf4f49c7b58,2025-03-08 16:54:56,2025-03-08 17:00:03,11205725,0413,1120572504130006,112057250004,10,샤워실을 마음대로 사용할수가없어 불편하였음 ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1900,2249,R9b647b7ba3a64b9a892,2025-03-08 16:53:15,2025-03-08 17:00:15,38100215,,,,5,검진전에설명하고검사 좋은점나쁜점설명후검사,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1901,2249,R9b647b7ba3a64b9a892,2025-03-08 16:53:15,2025-03-08 17:00:15,38100215,,,,5,생각후쓰겠습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1903,2252,R00020250308255005667,2025-03-08 17:01:08,2025-03-08 17:01:34,31101267,2400,1740098204455975,,,친절하고 자세한 설명,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1904,2254,R00020250308245002705,2025-03-08 17:01:08,2025-03-08 17:01:55,31101267,,,171953420795,10,배려 감사합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1905,2255,R00020250308253005604,2025-03-08 17:01:15,2025-03-08 17:01:56,31100121,1100,24401070033,,,빠른 검진과 진료 의사쌤 너무너무 친절하세요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1906,2257,R25372ba5f5b2445eb62,2025-03-08 16:55:36,2025-03-08 17:02:16,21100608,0111,2110060801110001,,10,전체 병원 시스템에 만족 합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1907,2257,R25372ba5f5b2445eb62,2025-03-08 16:55:36,2025-03-08 17:02:16,21100608,0111,2110060801110001,,10,즨혀 불편하지 않습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1908,2261,R00020250308253005620,2025-03-08 17:01:54,2025-03-08 17:02:36,31100121,2400,1718243169576756,,,친절하셨습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1909,2262,R0002025030712451379,2025-03-08 17:00:46,2025-03-08 17:02:40,31100511,0416,1724306158815014,,7,개인정보나 민감정보는 좀 작게말해주셨으면 ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1910,2263,R28edb5f8c4ed427ca3b,2025-03-08 16:59:04,2025-03-08 17:02:43,37100351,0100,1731313155306429,,8,의사선생님과 검사실 직원이 친절했음,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1911,2264,R3088de45d0aa4ff4a30,2025-03-08 16:47:26,2025-03-08 17:02:45,11101016,,,,7,12시간 환자옆에 서있는거는 상당히 힘듬니다 보호자의자가 있었으면 합니다 검사가 다 끝나고 1시간넘게 기다리는데도 먼저 가서 물어보지않으면 아무도 말해주는 않는게 너무 답답했습니다 중간에 작은 설명이라도 해주셨으면 합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1913,2271,R2025030701505319,2025-03-08 17:01:05,2025-03-08 17:03:29,11100249,0106,1110024901060003,,10,예약시간에 맞추어지는지,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1916,2277,R51b5b3a0390541848f9,2025-03-08 17:01:11,2025-03-08 17:03:58,34100041,,,,9,직원분들의 안내가 친절해서 좋았다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1917,2277,R51b5b3a0390541848f9,2025-03-08 17:01:11,2025-03-08 17:03:58,34100041,,,,9,당일 검진 결과에 대해서 마지막에 의사와 간단하게라도 면담이나 상담 받을수 있으면 좋겠다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1918,2278,R5f31711704fe48f087c,2025-03-08 16:58:05,2025-03-08 17:03:59,11101016,1200,1739777279730407,,8,대기공간 확충 개선,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1919,2280,R0002025030712229597,2025-03-08 17:01:47,2025-03-08 17:04:02,31100511,1400,3110051114000003,,7,지상주차장 너무 더럽습니다 바닥도 고르지 않구요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1920,2281,R0002025030712455733,2025-03-08 17:01:25,2025-03-08 17:04:03,31100511,0400,3110051104000010,,10,다좋습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1921,2282,R0002025030712271664,2025-03-08 17:02:13,2025-03-08 17:04:09,31100511,0500,3110051105000009,,10,항상 다니는 병원이여서 의사쌤 간호사분들 너무 친절하게 잘해주셨 습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1922,2283,R00020250304245032398,2025-03-08 17:01:10,2025-03-08 17:04:20,31101267,0111,24501010017,4,10,뭐든 좋았다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1924,2287,R0002025030712396375,2025-03-08 17:00:54,2025-03-08 17:04:28,31100511,0111,3110051101110017,,9,그냥 모든게 좋습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1925,2289,R00020250308223025603,2025-03-08 17:02:00,2025-03-08 17:04:32,31101267,0111,24501010020,,10,친절한 의사 선생님,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1926,2292,R0002025030712443570,2025-03-08 17:01:21,2025-03-08 17:04:42,31100511,0200,3110051102000009,,10,직원들 모두 친절하고 환자를 위하는 마음을 가지고 있는거 같습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1927,2293,R00020250308201624824,2025-03-08 17:01:46,2025-03-08 17:05:02,31101267,,,171953420795,9,모든 직원이 친절하지만 혈압측정기에서 안내해주는 직원이 가장 친절하고 자세하게 검사 순서류 안내해주셔서 편하게 검진받음,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1928,2294,R0002025030700149860,2025-03-08 16:56:50,2025-03-08 17:05:07,38100509,1500,1715128505683112,171513009311,10,주차만족진료만족여태까지 병원이용에 아주만족합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1929,2294,R0002025030700149860,2025-03-08 16:56:50,2025-03-08 17:05:07,38100509,1500,1715128505683112,171513009311,10,불편 불만족 사항이 없었읍니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1930,2295,R0002025030712446431,2025-03-08 17:01:21,2025-03-08 17:05:09,31100511,0400,3110051104000013,,9,불편함 없이 쉽게 이용 할수 있어 좋았다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1931,2297,R0002025030712188023,2025-03-08 17:02:21,2025-03-08 17:05:13,31100511,1500,3110051115000001,,9,현재 만족하고잏습니디,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1932,2299,R0002025030712062702,2025-03-08 17:02:09,2025-03-08 17:05:15,31100511,0413,3110051104130006,,9,의사선생님과 간호사분들이 매우 친절했습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1933,2300,R00020250307255005532,2025-03-08 17:00:54,2025-03-08 17:05:21,31101267,2400,1718771990553416,,,새벽시간에 아이가 아파 찾아갔는데 응급실에 계셨던 분들 모두다 너무 친절하세요 빠른 처치 또한 감사드리구요 원무과에 계셨던 분도 보안이셨던 분도 정말 각자 자리에서 최선을 다해 응대해 주심에 감사합니다 그래서 새벽이나 저녁늦게 아프면 무조건 세종병원 응급실을 찾아요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1934,2302,R7610b7ff7e0f49139ff,2025-03-08 16:00:30,2025-03-08 17:05:38,38100215,0400,3810021504000003,381002150004,10,빠른 조치와 친절하게 대해 주신 점이 좋았습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1936,2304,R0002025030712427167,2025-03-08 17:01:59,2025-03-08 17:05:43,31100511,0111,3110051101110017,,3,의사가 너무 불친절하고 환자의 말을 들으면서도 인상을 찌푸리고 본인의 할말만을 합니다 솔직히 좀 불쾌했어요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1937,2308,R00020250308205018183,2025-03-08 17:02:06,2025-03-08 17:06:16,31101267,0111,24501010015,,7,화물차량 주차하기가 별로없어서 힘들다 승용차량은 실내로 했으면하는 아쉬움이있어요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1938,2309,R0002025030712015254,2025-03-08 17:01:46,2025-03-08 17:06:23,31100511,0109,3110051101090001,,10,모든게 편 리하고 좋았 습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1939,2310,R00020240906225031736,2025-03-08 17:02:15,2025-03-08 17:06:34,31101267,,,,8,영상업무와 의사상담을 같은날짜에 햦뎌야하는데 일주일후 또가야하는 불편함이 있네요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1940,2312,R00020250308245002331,2025-03-08 17:04:34,2025-03-08 17:06:40,31101267,,,171953420795,10,매우 신속하고 친절하였으며 모든것이 좋았다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1941,2317,R0002025030711469257,2025-03-08 17:04:19,2025-03-08 17:07:25,31100511,0416,3110051104160009,,10,어플을 통한 접수 등이 편리했습니다 다만 대기시간이 어느정도 소요되는지까지 나오면 좋겠습니다 쇼파는 좀더 편안한것으로 교체하면 좋겠습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1942,2318,Rcf7714c8b8d74f188ef,2025-03-08 16:57:48,2025-03-08 17:07:28,31101259,,,,6,내시경 대기중 먼저 온 사람들 이있어 기다렸는데 저보다 뒤에 온 사람이 예약시간이 우선 된다고 먼저 진행해서 화가났습니다내시경센터 직원이 양해를 구했지만 이해가 되지 않았음 이후 검진센터직원과 내시경센터 직원이 병원 룰인듯 얘기를 했으나 불합리하다고 생각됩니다 그리고 내시경 센터 진입하기전 5분전이라도 미리 준비하라 공지했으면 좋겠습니다내시경전 미리 화장실가려 직원에게 간다 얘기했더니 다음순번과 바로 바꿔버리네요 이에 다음과 같이 제안드립니다 1 내시경실 출입룰을 안내판에 써놓는다 2 내시경실 예약및진행현황 디스플레이를 갖춘다예약 대기 준비 진행 안정 3 출입전 다음 차례 공지를 5분전에 공지한다 2번 디스플레이에 대기준비 변경으로 안내해줘도 좋겠습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1943,2318,Rcf7714c8b8d74f188ef,2025-03-08 16:57:48,2025-03-08 17:07:28,31101259,,,,6,이전질문사항에 답변함,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1944,2319,R0002025030711485973,2025-03-08 17:01:50,2025-03-08 17:07:40,31100511,0104,3110051101040001,,10,내분비과 당뇨환자 입니다 늘 웃는얼굴로 맞아주시고 설명해주시는 조용욱선생님께 정말 감사드립니다 늘 고마운선생님이세요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1945,2320,R00020250308255005629,2025-03-08 17:01:28,2025-03-08 17:07:58,31101267,0111,24501010015,,2,의사선생님이좀더상세히설명하기를,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1948,2322,R0002025030710156157,2025-03-08 17:01:57,2025-03-08 17:08:30,31100511,0416,3110051104160019,,8,친절한 설명과 꼼꼼한 검사 진행이 좋았습니다 초진 예약하기가 쉽지 않았던 점이 아쉬웠습니다 남편이 정액검사를 했는데 시설에 대해서 이어폰이 아닌 스피커가 있어서 민망스러웠다고 합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1949,2323,R0002025030800153395,2025-03-08 16:43:53,2025-03-08 17:08:36,38100509,0427,1715128293686501,,10,항상 내원을 하면서 느끼는 건 간호사님들 정말 친절하세요 그리고 간내과 김민지 선생님 제 앞에 할아버지 환자 분께서 들어가셨는데 문을 활짝 열고 들어가시니 선생님이 나와서 바로 문 닫아 주셨구요 제가 청력이 너무 좋아서요간암환자 분이신 것 같았어요 너무 너무 친절히 또 천천히얘기를 곧 담으시게 하시려고 애쓰셨어요 제가 보호자는 아니지만 너무 감동하고 감사했습니다 의료진의 노고에 정말 감사합니다 의료진 분 들도 항상 건강하시길 기원합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1951,2326,R2c6d95c827314379b93,2025-03-08 17:00:33,2025-03-08 17:08:56,37100017,0200,3710001702000001,,10,주차와 대기시간을 잘해주기 바랍니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1952,2328,R00020250308185026069,2025-03-08 17:01:12,2025-03-08 17:09:03,31101267,0400,24501010047,,8,예약변경시 진찰전에 받아야하는 검사가 같이 넘어오지 않아 한참 기다린후 진찰시 알게되어 접수처에 다시 문의후 검사를 받았어요 다행히 신속하게 처리해 주셨지만 너무 오랜 시간을 기다려야 하는 불편이 있었어요 예약변경시 사전 검사해야할 부분이 있다면 같이 안내를 미리 해주셨으면 좋겠습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1953,2330,R00020250304200315851,2025-03-08 17:04:07,2025-03-08 17:09:10,31101267,0400,24501010047,7,10,간호사 812호 팀장선생님하고 주사 놓아 주신 간호사 선생님 너무 친절하고 좋았습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1954,2333,R5a75cbb203df4ffbbaf,2025-03-08 17:06:15,2025-03-08 17:09:53,21100608,0700,2110060807000003,,8,채혈실에서 환자및 보호자들앞에서 임상병리사님들 끼리 사담을주고받는 모습은 전문가답지않아보입니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1955,2334,R3f06f1240f0c41538bf,2025-03-08 16:56:47,2025-03-08 17:09:55,21100608,0103,2110060801030001,,9,공단건강 검진부서 친절하고 알기쉽게 설명하셔서 감사합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1956,2334,R3f06f1240f0c41538bf,2025-03-08 16:56:47,2025-03-08 17:09:55,21100608,0103,2110060801030001,,9,없읍니다 친절해서 감사합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1957,2337,R0002025030730126334,2025-03-08 17:07:12,2025-03-08 17:10:18,31100571,0104,3110057101040002,311005710005,5,병원 저요오드식이 정말 성의없고 반찬도 똑같은것들 돌려가면서 줌 맛이 너무없어서 먹기 괴로웠습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
